episode,L_total,L_fwd,L_nll,lr,grad_norm,val_mae,temperature,train_mae_UTS,train_mae_YS,train_mae_elongation,train_mae_reduction_of_area,train_mae_HRC,train_mae_impact_energy_J
80,9.690604209899902,1.4325662851333618,16.516075134277344,0.0002989087415994444,6.319410800933838,0.0,0.98,200.08743286132812,142.27662658691406,5.972444534301758,6.203800201416016,7.65081787109375,22.349180221557617
85,9.941768646240234,1.6778521537780762,16.527833938598633,0.0002987700714600157,7.648550987243652,0.0,0.97875,197.04441833496094,138.16543579101562,5.903725624084473,6.041082382202148,7.440158367156982,22.690412521362305
90,9.898146629333496,1.6516486406326294,16.492996215820312,0.000298623149752466,6.320974349975586,0.0,0.9775,193.2239532470703,139.6187744140625,5.9318695068359375,6.124776840209961,7.429424285888672,21.778091430664062
95,9.686063766479492,1.4500255584716797,16.472076416015625,0.00029846798553961835,5.922059059143066,0.0,0.97625,182.12594604492188,130.8504638671875,5.55839204788208,5.953469276428223,6.963901519775391,21.41315269470215
100,9.631535530090332,1.3026727437973022,16.657726287841797,0.00029830458839273226,4.9177727699279785,0.0,0.975,194.099853515625,141.08323669433594,5.910178184509277,6.244911193847656,7.454894065856934,23.279033660888672
105,9.725059509277344,1.434061884880066,16.581995010375977,0.00029813296839091346,15.392399787902832,0.0,0.97375,173.2208251953125,125.59132385253906,5.322212219238281,5.555666446685791,6.620277404785156,18.78458595275879
110,9.489412307739258,1.183162808418274,16.612499237060547,0.000297953136120492,6.197024822235107,0.0,0.9725,190.7340087890625,136.67828369140625,5.5211310386657715,5.659160614013672,7.181387424468994,20.73816680908203
115,9.226306915283203,1.0845204591751099,16.283573150634766,0.00029776510267436946,17.44056510925293,0.0,0.97125,127.89390563964844,91.24678039550781,3.7714056968688965,4.457602500915527,4.865686416625977,14.752604484558105
120,9.189156532287598,1.0794970989227295,16.219318389892578,0.00029756887965133453,14.488353729248047,0.0,0.97,101.23540496826172,73.40779113769531,3.1396379470825195,3.8056728839874268,3.9094135761260986,11.668669700622559
125,8.894271850585938,0.7338433265686035,16.320858001708984,0.00029736447915534745,50.01942825317383,0.0,0.96875,128.07913208007812,91.69197082519531,3.650265693664551,4.076863765716553,4.796481609344482,13.10013484954834
130,9.1083345413208,0.8221043348312378,16.572460174560547,0.00029715191379479374,13.72962474822998,0.0,0.9675,139.12261962890625,100.02081298828125,4.208620071411133,4.512541770935059,5.329339981079102,14.913662910461426
135,9.229294776916504,0.894619345664978,16.66935157775879,0.0002969311966817061,78.94048309326172,0.0,0.96625,142.06866455078125,104.91217041015625,4.031827926635742,4.299027442932129,5.490769386291504,14.597854614257812
140,8.991312980651855,0.9109428524971008,16.16073989868164,0.00029670234143095564,80.21123504638672,0.0,0.965,107.3187255859375,75.46345520019531,3.772228956222534,4.255687236785889,4.084844589233398,11.723591804504395
145,9.076433181762695,0.7973663806915283,16.558134078979492,0.00029646536215941236,40.833499908447266,0.0,0.96375,124.7388916015625,91.56399536132812,3.5215272903442383,3.774221181869507,4.825161933898926,11.43112564086914
150,9.123248100280762,0.9477232694625854,16.351049423217773,0.0002962202734850739,66.93489074707031,0.0,0.9625,104.65809631347656,77.19537353515625,3.193849563598633,3.770369529724121,4.014497756958008,11.417187690734863
155,8.94388198852539,0.6955518126487732,16.496660232543945,0.00029596709052616426,63.33509826660156,0.0,0.96125,107.26667785644531,78.45866394042969,3.1106114387512207,3.566155433654785,4.112882614135742,11.961105346679688
160,8.752559661865234,0.6377856731414795,16.22954750061035,0.00029570582890020087,58.83878707885742,0.0,0.96,99.83515930175781,73.01922607421875,2.7266149520874023,3.292124032974243,3.8822274208068848,9.861298561096191
165,8.672296524047852,0.6272149085998535,16.09016227722168,0.00029543650472303143,4.878056049346924,0.0,0.95875,103.57406616210938,75.49162292480469,3.254978656768799,3.990629196166992,3.9794681072235107,11.578922271728516
170,8.721163749694824,0.6672359108924866,16.10785484313965,0.00029515913460783993,33.7673454284668,0.0,0.9575,95.16905212402344,70.98995971679688,2.745476722717285,3.336397409439087,3.6966607570648193,10.700489044189453
175,8.619057655334473,0.5446118116378784,16.14889144897461,0.00029487373566412155,4.264664173126221,0.0,0.95625,92.047607421875,68.38185119628906,2.7175822257995605,3.2212133407592773,3.537928581237793,10.671414375305176
180,8.613075256347656,0.5657122731208801,16.0947265625,0.0002945803254966275,41.11051940917969,0.0,0.955,83.56756591796875,61.661277770996094,2.5075438022613525,3.073745012283325,3.2191569805145264,9.849363327026367
185,8.527200698852539,0.5191779732704163,16.01604461669922,0.00029427892220427896,17.09398651123047,0.0,0.95375,86.58341979980469,62.966102600097656,2.6130623817443848,3.345520496368408,3.303739070892334,8.966015815734863
190,8.617450714111328,0.5030202269554138,16.22886085510254,0.0002939695443790508,22.221681594848633,0.0,0.9525,93.26614379882812,67.93153381347656,2.6347479820251465,3.2685728073120117,3.5651021003723145,10.871953010559082
195,8.747411727905273,0.6269700527191162,16.240882873535156,0.0002936522111048245,79.40115356445312,0.0,0.95125,107.72793579101562,77.38809204101562,3.439206123352051,3.6473159790039062,4.2157697677612305,11.387510299682617
200,8.59858226776123,0.5344251394271851,16.128314971923828,0.0002933269419562113,71.66616821289062,0.0,0.95,114.58075714111328,83.27590942382812,3.174889087677002,3.5564658641815186,4.388383865356445,12.616504669189453
205,8.848623275756836,0.826627790927887,16.043991088867188,0.0002929937569973443,68.07234954833984,0.0,0.94875,95.78413391113281,68.70802307128906,3.104151964187622,3.5187268257141113,3.6698269844055176,9.774940490722656
210,8.621013641357422,0.5253753662109375,16.19127655029297,0.0002926526767806413,30.319435119628906,0.0,0.9475,92.36112976074219,66.41681671142578,2.6351258754730225,3.031259059906006,3.5366897583007812,10.341853141784668
215,8.583393096923828,0.46784356236457825,16.231098175048828,0.0002923037223455367,10.000311851501465,0.0,0.94625,81.84522247314453,61.45338439941406,2.378854751586914,2.6904401779174805,3.216259241104126,9.707832336425781
220,8.454965591430664,0.3981683850288391,16.11359405517578,0.00029194691521718374,2.969759702682495,0.0,0.945,87.4948501586914,63.4178352355957,2.5158486366271973,3.125969171524048,3.286651134490967,8.841506004333496
225,8.561837196350098,0.5266062617301941,16.07046127319336,0.0002915822774051268,11.01378345489502,0.0,0.94375,83.32980346679688,60.21607971191406,2.285123348236084,2.7812836170196533,3.1645164489746094,9.230192184448242
230,8.562223434448242,0.46819281578063965,16.188060760498047,0.0002912098314019437,4.9653472900390625,0.0,0.9425,92.84746551513672,67.8016586303711,2.5764708518981934,3.0249500274658203,3.5649025440216064,10.192342758178711
235,8.485624313354492,0.43874913454055786,16.09375,0.0002908296001818584,33.414695739746094,0.0,0.94125,87.53580474853516,60.83110809326172,2.6046698093414307,3.0376877784729004,3.329568386077881,9.014951705932617
240,8.477121353149414,0.43696194887161255,16.080318450927734,0.0002904416071993236,20.866905212402344,0.0,0.94,77.30793762207031,57.124755859375,2.2079668045043945,2.6963963508605957,2.8711118698120117,8.575045585632324
245,8.558578491210938,0.523646891117096,16.069862365722656,0.00029004587638757395,16.70572853088379,0.0,0.93875,87.02656555175781,62.57953643798828,2.4464616775512695,3.194098711013794,3.27207088470459,9.832711219787598
250,8.544424057006836,0.4670184552669525,16.15481185913086,0.0002896424321571501,3.2273972034454346,0.0,0.9375,81.29796600341797,58.336387634277344,2.571167230606079,3.215425729751587,3.101226329803467,8.237798690795898
255,8.442207336425781,0.3793278634548187,16.12575912475586,0.00028923129939439245,33.83127975463867,0.0,0.93625,82.8802719116211,60.93982696533203,2.416621685028076,2.9868977069854736,3.2327420711517334,9.83334732055664
260,8.496515274047852,0.46000900864601135,16.073013305664062,0.0002888125034599065,42.90149688720703,0.0,0.935,76.77507019042969,53.39299011230469,2.4240012168884277,2.936776638031006,2.8232269287109375,8.781085014343262
265,8.406373977661133,0.4037025570869446,16.005342483520508,0.0002883860701869982,33.286930084228516,0.0,0.93375,80.33807373046875,55.479793548583984,2.315408229827881,2.9053940773010254,3.0010128021240234,9.062920570373535
270,8.511110305786133,0.46712931990623474,16.087961196899414,0.0002879520258800805,2.841125965118408,0.0,0.9325,97.93534088134766,69.60570526123047,2.572176456451416,3.1981258392333984,3.746318817138672,10.639749526977539
275,8.667180061340332,0.6503938436508179,16.033573150634766,0.0002875103973130508,25.164268493652344,0.0,0.93125,89.59996795654297,63.563323974609375,2.919546127319336,3.56380558013916,3.409198760986328,9.925932884216309
280,8.358534812927246,0.419475257396698,15.878118515014648,0.00028706121172763924,64.7007827758789,0.0,0.9299999999999999,110.1617431640625,81.36605834960938,3.1182048320770264,3.515540599822998,4.188695907592773,13.328607559204102
285,8.521651268005371,0.5197915434837341,16.003719329833984,0.00028660449683172873,59.86379623413086,0.0,0.92875,87.03982543945312,60.538692474365234,2.671780824661255,3.5841822624206543,3.248990297317505,9.18281364440918
290,8.432367324829102,0.44274917244911194,15.979235649108887,0.0002861402807976453,18.853214263916016,0.0,0.9275,84.93873596191406,61.04991912841797,2.5727145671844482,3.1975059509277344,3.2438440322875977,9.721773147583008
295,8.462462425231934,0.456186443567276,16.01255226135254,0.0002856685922604206,52.282310485839844,0.0,0.92625,82.95753479003906,59.8674430847168,2.1288390159606934,2.768031597137451,3.12227725982666,8.072681427001953
300,8.513772010803223,0.5062358379364014,16.015071868896484,0.00028518946031602546,12.133035659790039,0.0,0.925,88.07501220703125,62.833518981933594,2.7143638134002686,3.2202603816986084,3.3535478115081787,8.480405807495117
305,8.390501976013184,0.42345669865608215,15.934090614318848,0.0002847029145195751,17.26409339904785,0.0,0.92375,80.93252563476562,56.085838317871094,2.4027295112609863,2.8959579467773438,2.9633350372314453,8.975016593933105
310,8.354846000671387,0.37096866965293884,15.967754364013672,0.0002842089848835061,2.7309799194335938,0.0,0.9225,81.9367904663086,57.87541961669922,2.4549150466918945,2.985907554626465,3.0683138370513916,9.00092887878418
315,8.38908576965332,0.39023858308792114,15.997694969177246,0.00028370770187572503,3.9608871936798096,0.0,0.92125,83.42178344726562,58.00008010864258,2.31553053855896,3.0783233642578125,3.1177120208740234,10.491836547851562
320,8.332230567932129,0.42021825909614563,15.82402515411377,0.00028319909641772914,15.324921607971191,0.0,0.92,86.52440643310547,61.824913024902344,2.1540095806121826,2.914285898208618,3.2504847049713135,9.004657745361328
325,8.376009941101074,0.4054945409297943,15.941030502319336,0.0002826831998826987,13.398880958557129,0.0,0.91875,77.85186767578125,54.60210418701172,2.401473045349121,2.985623359680176,3.015657663345337,7.81601095199585
330,8.388564109802246,0.43349921703338623,15.91012954711914,0.00028216004409356213,17.979324340820312,0.0,0.9175,93.6970443725586,65.62899780273438,2.446380376815796,2.946902275085449,3.4659576416015625,9.876667022705078
335,8.388701438903809,0.4283372163772583,15.920727729797363,0.00028162966132103275,4.0742669105529785,0.0,0.91625,88.38616943359375,60.26495361328125,2.673556089401245,3.4266858100891113,3.350710868835449,8.924003601074219
340,8.28718090057373,0.37733393907546997,15.819694519042969,0.00028109208428161834,17.886920928955078,0.0,0.915,83.18757629394531,58.69855880737305,2.2308337688446045,2.7865519523620605,3.0749988555908203,9.389534950256348
345,8.398826599121094,0.4084840714931488,15.980684280395508,0.00028054734613560295,8.884759902954102,0.0,0.9137500000000001,95.39586639404297,66.00189208984375,2.696502447128296,3.060652732849121,3.6127307415008545,10.369455337524414
350,8.37584114074707,0.4014330208301544,15.94881534576416,0.0002799954804850013,38.52042007446289,0.0,0.9125,92.18891143798828,63.94293975830078,2.7765603065490723,3.3483948707580566,3.501150369644165,8.24852466583252
355,8.604374885559082,0.4420689344406128,16.32461166381836,0.0002794365213714862,71.33625030517578,0.0,0.91125,94.8820571899414,66.46412658691406,2.500826358795166,2.896923303604126,3.6376748085021973,9.20408821105957
360,8.309026718139648,0.40108612179756165,15.81588077545166,0.00027887050327428885,9.97953987121582,0.0,0.91,74.70709228515625,52.9477653503418,2.125136375427246,2.8597753047943115,2.7966272830963135,9.579371452331543
365,8.308021545410156,0.36204084753990173,15.891961097717285,0.0002782974611080715,4.561701774597168,0.0,0.90875,81.53459930419922,57.761619567871094,2.336656093597412,2.9236879348754883,3.065260171890259,9.210927963256836
370,8.28869342803955,0.3380913734436035,15.901204109191895,0.00027771743022077434,32.82820129394531,0.0,0.9075,86.28085327148438,58.936527252197266,2.3648552894592285,3.0941739082336426,3.180866003036499,9.180652618408203
375,8.362600326538086,0.38291358947753906,15.95937442779541,0.00027713044639143466,31.012727737426758,0.0,0.90625,84.26556396484375,58.70198059082031,2.416057586669922,3.0431387424468994,3.1739180088043213,9.163545608520508
380,8.46378231048584,0.44814711809158325,16.03127098083496,0.00027653654582798,17.291471481323242,0.0,0.905,85.6192626953125,60.34912109375,2.6704516410827637,3.2912349700927734,3.3027727603912354,8.282121658325195
385,8.445154190063477,0.4931350648403168,15.904037475585938,0.00027593576516499467,33.404563903808594,0.0,0.90375,71.5804443359375,50.16077423095703,2.1295807361602783,2.673590898513794,2.636256694793701,8.193366050720215
390,8.387674331665039,0.42505326867103577,15.925241470336914,0.0002753281414614598,32.14055633544922,0.0,0.9025,92.64897155761719,63.371917724609375,2.8371939659118652,3.1209793090820312,3.4378275871276855,8.940459251403809
395,8.430255889892578,0.4520256817340851,15.956460952758789,0.0002747137121984676,13.506938934326172,0.0,0.90125,84.0352783203125,58.635467529296875,2.410439968109131,3.103020668029785,3.148308753967285,9.447955131530762
399,8.500226974487305,0.4818021357059479,16.036849975585938,0.00027421729424061787,0.0,23.18122673034668,0.90025,84.0352783203125,58.635467529296875,2.410439968109131,3.103020668029785,3.148308753967285,9.447955131530762
400,8.398844718933105,0.4949685335159302,15.80775260925293,0.0002740925152769094,73.03143310546875,0.0,0.9,77.38322448730469,52.921783447265625,2.4970526695251465,3.1097898483276367,2.852863073348999,8.439607620239258
405,8.530086517333984,0.46671783924102783,16.126737594604492,0.0002734645890151372,54.926666259765625,0.0,0.8987499999999999,86.55682373046875,60.78281021118164,2.2870359420776367,2.8837523460388184,3.1959290504455566,9.779204368591309
410,8.353804588317871,0.38840562105178833,15.930797576904297,0.00027282997214660073,2.9908688068389893,0.0,0.8975,85.86311340332031,59.56425476074219,2.231142044067383,2.933356285095215,3.267670154571533,8.933051109313965
415,8.263725280761719,0.36318597197532654,15.801077842712402,0.0002721887038174577,15.155011177062988,0.0,0.89625,73.535888671875,51.432762145996094,2.2577996253967285,2.7961459159851074,2.7306158542633057,8.669364929199219
420,8.320164680480957,0.3658708333969116,15.908587455749512,0.00027154082358415944,25.78240394592285,0.0,0.895,76.5316390991211,54.693721771240234,2.142261028289795,2.7478768825531006,2.930527687072754,8.748824119567871
425,8.307708740234375,0.33080071210861206,15.953815460205078,0.0002708863714110103,21.611366271972656,0.0,0.89375,84.8204345703125,60.207664489746094,2.268571138381958,2.869126319885254,3.0942115783691406,8.931962966918945
430,8.266278266906738,0.33744221925735474,15.857672691345215,0.00027022538766770325,11.257381439208984,0.0,0.8925,83.79584503173828,58.425621032714844,2.4166383743286133,3.0904667377471924,3.14770770072937,8.919183731079102
435,8.202282905578613,0.3983269929885864,15.607912063598633,0.00026955791312682905,5.211349964141846,0.0,0.89125,79.96150207519531,54.913028717041016,2.2674379348754883,2.9613962173461914,3.0265493392944336,8.90353775024414
440,8.283419609069824,0.41782671213150024,15.731185913085938,0.0002688839889613614,5.871927738189697,0.0,0.89,74.65021514892578,50.746089935302734,2.403604030609131,3.0808088779449463,2.7923498153686523,8.06448745727539
445,8.318975448608398,0.40501195192337036,15.827926635742188,0.00026820365674211735,60.74850082397461,0.0,0.88875,95.04928588867188,67.0150375366211,2.5143465995788574,3.0426220893859863,3.585261344909668,10.662099838256836
450,8.394749641418457,0.4406776428222656,15.908143997192383,0.0002675169584351928,32.49925994873047,0.0,0.8875,78.36714172363281,56.694549560546875,2.2362923622131348,2.7380545139312744,2.9527597427368164,8.955436706542969
455,8.282039642333984,0.3771347403526306,15.809810638427734,0.000266823936399374,31.287891387939453,0.0,0.88625,72.12684631347656,51.74275207519531,2.282365560531616,2.8460311889648438,2.75604510307312,7.324627876281738
460,8.25379467010498,0.3562694489955902,15.795049667358398,0.0002661246333835245,5.543776988983154,0.0,0.885,87.56517028808594,59.64265060424805,2.4586215019226074,3.111873149871826,3.2440037727355957,8.897705078125
465,8.237226486206055,0.35887253284454346,15.756708145141602,0.00026541909252394833,14.445624351501465,0.0,0.88375,82.07591247558594,56.71598815917969,2.6312434673309326,3.079610586166382,3.0602362155914307,8.595268249511719
470,8.2506685256958,0.37734970450401306,15.746638298034668,0.00026470735734172916,14.824750900268555,0.0,0.8825000000000001,92.3042221069336,65.1501235961914,2.7146592140197754,3.26768159866333,3.4815187454223633,10.69835090637207
475,8.40784740447998,0.44043949246406555,15.934816360473633,0.0002639894717400456,20.07945442199707,0.0,0.88125,81.79368591308594,57.725582122802734,2.290806770324707,2.911025047302246,3.0944700241088867,8.944292068481445
480,8.265900611877441,0.3134896159172058,15.90482234954834,0.000263265480001463,23.375713348388672,0.0,0.88,86.1668472290039,60.55419921875,2.258336305618286,2.816913366317749,3.204474925994873,8.867971420288086
485,8.215229988098145,0.28395113348960876,15.862558364868164,0.00026253542678520217,15.133411407470703,0.0,0.87875,72.83692932128906,49.813514709472656,2.313032388687134,2.9434704780578613,2.6929142475128174,8.628007888793945
490,8.340813636779785,0.36571329832077026,15.950200080871582,0.00026179935712438443,20.970579147338867,0.0,0.8775,79.13006591796875,54.20998001098633,2.1002767086029053,2.6689724922180176,2.937920331954956,8.3943510055542
495,8.428374290466309,0.43281474709510803,15.991118431091309,0.0002610573164232535,23.937274932861328,0.0,0.87625,73.14222717285156,51.35080337524414,2.0375325679779053,2.942553758621216,2.7661423683166504,8.425390243530273
500,8.405448913574219,0.5140483379364014,15.782800674438477,0.00026030935045437523,31.533178329467773,0.0,0.875,75.63526916503906,52.66486740112305,2.2452468872070312,2.769529342651367,2.884510040283203,8.057536125183105
505,8.331791877746582,0.3604649603366852,15.94265365600586,0.0002595555053558138,29.107389450073242,0.0,0.87375,85.17805480957031,60.305118560791016,2.300351619720459,3.1207661628723145,3.287550449371338,8.60664176940918
510,8.402664184570312,0.37541377544403076,16.054500579833984,0.00025879582762828587,47.20901107788086,0.0,0.8725,91.97862243652344,67.1476058959961,2.275634765625,2.871631383895874,3.580193281173706,9.489569664001465
515,8.293052673339844,0.3296760320663452,15.926753997802734,0.000258030364132292,9.034567832946777,0.0,0.87125,82.655029296875,58.216552734375,2.1133017539978027,2.740792751312256,3.131869316101074,8.277530670166016
520,8.31417179107666,0.40450188517570496,15.819339752197266,0.00025725916208522634,8.942952156066895,0.0,0.87,70.23211669921875,49.670379638671875,2.032682180404663,2.68650221824646,2.6252613067626953,8.591320037841797
525,8.21623706817627,0.2876737415790558,15.857126235961914,0.0002564822690584638,5.206301212310791,0.0,0.86875,81.13976287841797,56.1212158203125,2.1753737926483154,2.630493640899658,3.0094571113586426,7.844686508178711
530,8.35129165649414,0.40741875767707825,15.887744903564453,0.00025569973297442575,5.675335884094238,0.0,0.8674999999999999,81.3494873046875,57.0423583984375,2.1346004009246826,2.806879758834839,3.01574969291687,7.580531597137451
535,8.427879333496094,0.5034193396568298,15.848920822143555,0.00025491160210362393,10.559033393859863,0.0,0.86625,76.95539093017578,54.4658317565918,2.179046154022217,2.5640869140625,2.8327388763427734,8.567689895629883
540,8.309114456176758,0.3946797549724579,15.828869819641113,0.00025411792506168296,22.065349578857422,0.0,0.865,72.90048217773438,50.10608673095703,2.1646642684936523,2.9515304565429688,2.709085702896118,8.15921401977539
545,8.283934593200684,0.3824484646320343,15.802971839904785,0.00025331875080634124,12.703673362731934,0.0,0.86375,77.7817611694336,54.50114440917969,2.1590843200683594,2.8852591514587402,2.9372572898864746,9.115066528320312
550,8.192079544067383,0.33032286167144775,15.72351360321045,0.0002525141286344313,10.386456489562988,0.0,0.8625,78.39566040039062,54.43961715698242,2.0756587982177734,2.837777853012085,2.9189722537994385,7.635402679443359
555,8.420201301574707,0.4470614194869995,15.946279525756836,0.0002517041081788389,52.9661979675293,0.0,0.86125,81.04820251464844,55.83403778076172,2.2199134826660156,2.754552125930786,3.106670379638672,7.953540325164795
560,8.23613166809082,0.36947447061538696,15.733314514160156,0.0002508887394054411,37.43206024169922,0.0,0.86,70.20906066894531,48.79338836669922,1.9947563409805298,2.748170852661133,2.6680054664611816,8.335127830505371
565,8.34032154083252,0.40302422642707825,15.874593734741211,0.0002500680726100248,22.934202194213867,0.0,0.85875,87.39926147460938,60.517086029052734,2.245242118835449,2.7860593795776367,3.2544126510620117,9.02688980102539
570,8.342534065246582,0.41640788316726685,15.852252960205078,0.0002492421584151835,35.6904296875,0.0,0.8575,73.87644958496094,50.690040588378906,2.0324127674102783,2.6635475158691406,2.7867887020111084,8.470245361328125
575,8.38924503326416,0.4804527461528778,15.817584991455078,0.00024841104776719507,5.4707136154174805,0.0,0.85625,78.65641784667969,53.898406982421875,2.3483967781066895,3.052379608154297,2.9783878326416016,7.867247581481934
580,8.322260856628418,0.337146133184433,15.970229148864746,0.0002475747919328794,35.77722930908203,0.0,0.855,84.42039489746094,59.338321685791016,2.1755993366241455,2.854370594024658,3.0950655937194824,8.716277122497559
585,8.27552318572998,0.30259305238723755,15.945860862731934,0.0002467334424964352,4.639720916748047,0.0,0.85375,78.44477081298828,55.519020080566406,2.1159276962280273,2.85453724861145,2.9739925861358643,8.106447219848633
590,8.284158706665039,0.3532264232635498,15.86186408996582,0.0002458870513562589,42.933956146240234,0.0,0.8525,72.58686828613281,48.739646911621094,2.1855907440185547,2.889410972595215,2.628227710723877,7.895533561706543
595,8.2691068649292,0.38076603412628174,15.776681900024414,0.00024503567072174296,3.364896297454834,0.0,0.8512500000000001,79.6732177734375,53.57305145263672,2.2352166175842285,2.966844320297241,2.946525812149048,7.334229469299316
600,8.230490684509277,0.30367523431777954,15.853630065917969,0.00024417935311005527,27.152427673339844,0.0,0.85,71.41150665283203,47.46607208251953,2.0878653526306152,2.7432727813720703,2.611084222793579,8.588289260864258
605,8.349169731140137,0.44882357120513916,15.800691604614258,0.00024331815134289963,23.908103942871094,0.0,0.84875,76.47544860839844,54.65482711791992,2.040287971496582,2.807018518447876,2.9745101928710938,8.463752746582031
610,8.206953048706055,0.36763083934783936,15.678644180297852,0.00024245211854325775,7.851492404937744,0.0,0.8475,74.22872924804688,50.318851470947266,2.184929847717285,2.7188878059387207,2.743333339691162,8.525395393371582
615,8.360416412353516,0.5274861454963684,15.665861129760742,0.0002415813081321121,3.8169503211975098,0.0,0.84625,79.02894592285156,54.68235778808594,2.0533323287963867,2.636326789855957,2.939054489135742,8.013101577758789
620,8.230815887451172,0.3291454017162323,15.803340911865234,0.00024070577382515065,28.839599609375,0.0,0.845,74.02983093261719,49.543548583984375,2.2354061603546143,2.7375149726867676,2.7799532413482666,8.609619140625
625,8.160962104797363,0.2902684509754181,15.741386413574219,0.00023982556962945365,20.616260528564453,0.0,0.84375,65.96731567382812,46.9669189453125,2.00846004486084,2.4288785457611084,2.506546974182129,8.0122652053833
630,8.220963478088379,0.4193277955055237,15.603271484375,0.000238940749840162,3.075960397720337,0.0,0.8425,70.20892333984375,48.669105529785156,2.1495790481567383,2.880553722381592,2.6165616512298584,8.200559616088867
635,8.192387580871582,0.3562513589859009,15.672271728515625,0.0002380513690371282,25.32061004638672,0.0,0.84125,73.25535583496094,49.82196044921875,2.1759955883026123,2.7751758098602295,2.684734344482422,7.425811767578125
640,8.299542427062988,0.41661337018013,15.76585865020752,0.0002371574820815495,22.270484924316406,0.0,0.84,74.25401306152344,52.30664825439453,2.193492889404297,2.7502269744873047,2.813478469848633,8.761510848999023
645,8.158011436462402,0.3174442648887634,15.681135177612305,0.00023625914411258393,6.280055522918701,0.0,0.83875,76.1938247680664,52.5684814453125,2.210860252380371,2.919642925262451,2.879345417022705,8.222269058227539
650,8.239133834838867,0.3851366639137268,15.70799446105957,0.00023535641054394898,37.34345245361328,0.0,0.8375,78.26292419433594,54.309967041015625,2.3102099895477295,2.8265175819396973,2.933838367462158,8.252785682678223
655,8.154633522033691,0.3076918125152588,15.693883895874023,0.00023444933706050336,6.646081924438477,0.0,0.8362499999999999,72.35548400878906,49.14595031738281,2.0197396278381348,2.736340284347534,2.7101025581359863,8.04604721069336
